Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
6.93964E-4,30.289305419,0.641231263,0.05978975,0.258258258,0.177371542
6.95775E-4,30.567155926,0.642189387,0.059414304,0.261261261,0.177371542
7.00401E-4,30.77697747,0.644626478,0.05913272,0.264264264,0.177371542
7.02303E-4,31.057741658,0.645623098,0.058757274,0.265765766,0.177371542
7.05174E-4,31.268937688,0.647122995,0.05847569,0.268768769,0.177865613
7.06579E-4,31.551262999,0.647854822,0.058100244,0.271771772,0.183300395
7.07724E-4,31.763499997,0.64844972,0.05781866,0.271771772,0.183300395
7.11395E-4,32.047505564,0.650350599,0.057443214,0.274774775,0.184288538
7.18606E-4,32.262388769,0.654055635,0.057161629,0.276276276,0.184782609
7.21869E-4,32.550586189,0.655718986,0.056786184,0.280780781,0.186264822
7.25314E-4,32.767964015,0.657466189,0.056504599,0.285285285,0.190711462
7.34921E-4,33.060707037,0.662292585,0.056129153,0.288288288,0.191699605
7.3585E-4,33.281316418,0.662756007,0.055847569,0.288288288,0.191699605
7.38624E-4,33.502494735,0.664135173,0.055565985,0.28978979,0.191699605
7.46068E-4,33.799381591,0.667808014,0.055190539,0.294294294,0.193181818
7.48472E-4,34.023627698,0.668985276,0.054908954,0.295795796,0.193181818
7.52107E-4,34.323740323,0.670758073,0.054533509,0.298798799,0.195158103
7.5553E-4,34.550022956,0.672418355,0.054251924,0.301801802,0.196146245
7.60139E-4,34.777579528,0.674641283,0.05397034,0.301801802,0.196640316
7.61681E-4,35.00597532,0.675381426,0.053688755,0.304804805,0.196640316
7.68992E-4,35.312474829,0.678868258,0.05331331,0.307807808,0.198616601
7.71437E-4,35.543655617,0.680025726,0.053031725,0.310810811,0.198616601
7.76987E-4,35.776080348,0.682638229,0.052750141,0.313813814,0.198616601
7.79557E-4,36.009695789,0.68384055,0.052468556,0.316816817,0.206027668
7.84672E-4,36.322967684,0.686220351,0.052093111,0.31981982,0.208003953
7.8853E-4,36.559084459,0.688003708,0.051811526,0.322822823,0.212944664
7.91427E-4,36.796252176,0.689335983,0.051529942,0.325825826,0.21541502
7.93733E-4,37.034104317,0.69039234,0.051248357,0.328828829,0.217885375
7.97391E-4,37.272864998,0.692060657,0.050966773,0.331831832,0.221343874
8.02191E-4,37.512937982,0.694236305,0.050685189,0.334834835,0.222826087
8.03024E-4,37.753695821,0.69461241,0.050403604,0.334834835,0.222826087
8.09384E-4,38.076725826,0.697467685,0.050028158,0.339339339,0.223320158
8.18039E-4,38.295819972,0.701310996,0.049746574,0.340840841,0.226284585
8.23385E-4,38.568156821,0.703660251,0.04946499,0.342342342,0.227272727
8.29885E-4,38.756577647,0.706491987,0.049183405,0.346846847,0.227766798
8.33861E-4,39.058112719,0.708210708,0.048901821,0.34984985,0.228754941
8.36864E-4,39.317788529,0.709502071,0.048620237,0.354354354,0.230237154
8.39973E-4,39.569434014,0.710833182,0.048338652,0.358858859,0.231225296
8.42163E-4,39.821918269,0.711767109,0.048057068,0.361861862,0.231719368
